"","ID","Verb","PredType","Embedding","Context","Target","target.LMEDS","Turk.MatrixOrComplement","CollapsedProminence","Mean","sd","variance"
"226",331,"believe","Non-Factive","negation","A: and I guess I would like, I don't know, the European countries certainly, uh, none of them have capital punishment and they don't have a crime problem either. B: Oh, really. A: No, you can't, they don't execute anybody in Britain or France","they don't execute anybody in Britain or France and I don't believe they do in Germany or Italy either.","I don't believe they do in Germany or Italy either.","compl","COMPLEMENT",-0.888888888888889,2.26077666104176,5.11111111111111
"227",332,"think","Non-Factive","negation","B: You know, back around, you know, in the twenties and thirties when they were growing up, uh, you know, they were all located together, in one small community. A: Right, right. Right. B: And I mean when time went on the family grew and moved away and so forth. And now when they come together it's generally, you know, like say the kids of those people who are not, you know, anywhere near one another","and I do not think they feel the closeness that they used to be there, which is a shame.","and I do not think they feel the closeness that they used to be there.","compl","COMPLEMENT",-2.125,0.991031208965115,0.982142857142857
"228",333,"think","Non-Factive","negation","A: it was so fattening. B: That sounds good. A:","But, I don't think we gained any weight from it.","But, I don't think we gained any weight from it.","matrix","MATRIX",-1.77777777777778,1.48136573621926,2.19444444444444
"229",334,"think","Non-Factive","negation","A: Uh-huh. Yeah, but on the other hand, you know, if they would have had a hard time retaliating because you know, they wouldn't have been given access to the friend or foe codes. B: I see. A: through, you know, two enemies. B:","Oh, you don't think they got the codes from the U.S. already?","Oh, you don't think they got the codes from the U.S. already?","compl","COMPLEMENT",0,0,0
"230",335,"know","Factive","negation","B: Uh, that's, came out around the first of the year. A: Okay, okay. Because I had done capital packages for two eighty-sixes and three eighty-sixes,","Because I had done capital packages for two eighty-sixes and three eighty-sixes, but I didn't know they had a four eighty-six just yet.","I didn't know they had a four eighty-six just yet","compl","COMPLEMENT",0.1,1.19721899973786,1.43333333333333
"231",336,"know","Factive","negation","A: it could still happen then. B: Yeah, that's true, but you'd be surprised also how, much people watch you that even not, uh, participating in any type crime. I guess there was one case, I was surprised, uh, so happened this person worked at the same place, I work for Georgia Tech and they work at the same place I did,","but I didn't know that they had been watching me.","but I didn't know that they had been watching me.","compl","COMPLEMENT",-0.7,2.98328677803526,8.9
"232",339,"think","Non-Factive","negation","A: The flavor is better I think in between. B: Oh, in between the size wise yeah, A: Yes, yeah. B: yeah. A: Uh-huh. My mother, B:","Well, my mother doesn't think they have any flavor the way I cook them.","Well, my mother doesn't think they have any flavor the way I cook them.","matrix","MATRIX",-1,2.39045721866879,5.71428571428571
"233",340,"think","Non-Factive","negation","B: And the hand eye coordination and it takes a certain skill to play hockey. Not everybody can play hockey. A: Yeah. B: So we, and that's, we're a big hockey area up here, I bet up here in New England as well as, you know, in the Minnesota area A: Really. B: but, A:","I don't even think we have that in Texas.","I don't even think we have that in Texas.","compl","COMPLEMENT",-1.5,1.08012344973464,1.16666666666667
"234",341,"think","Non-Factive","negation","A: Well, church softball leagues, so, B: Uh-huh. A: they're not all boys and right now we don't have a girls' league because I'm the one that's supposed to start one and I just haven't gotten around to doing it. I keep saying we need to have one. They go, okay, then start one. But everybody wants to do it but, you know, God's sitting on my heart and I just hadn't gotten around to doing it, so they could really only have four members on the team. I think they only have four boys.","I think they only have four boys, I don't even think they have but two old enough to play yet.","I don't even think they have but two old enough to play yet","broad","BROAD",0.3,1.41813649241218,2.01111111111111
"235",342,"think","Non-Factive","negation","A: but that is one of my solutions. Uh... B: I know here in Dallas that they have just instituted in the last couple of years, uh, a real long period of time that you can absentee vote before the elections.","And I do not think they have seen a really high improvement.","I do not think they have seen a really high improvement.","complAll","COMPLEMENT",-1.375,0.517549169506766,0.267857142857143
"236",343,"think","Non-Factive","negation","A: Because they're, I guess that falls, and one of my other favorite shows is SESAME STREET because of the kids. I like that real well. B: Right, well, when my kids were little, I did have a T V set and I did watch a lot of SESAME STREET and a lot of ELECTRIC COMPANY, as well. A:","I don't think they have that on anymore.","I don't think they have that on anymore.","matrix","MATRIX",-1.22222222222222,1.092906420717,1.19444444444444
"237",345,"think","Non-Factive","negation","A: They, probably not enough, but I'm sure I lot of it's filtered down enough to the common folks that they have gotten wind, of what they're missing out on. B: Yeah, I think they're starting to realize,","but I just don't think they have the resources, if you were to compare, uh, the Americans to the Soviets as far as home computers are concerned or Fax machines and cellular phones, and state of the art equipment that we are so used to.","but I just don't think they have the resources","compl","COMPLEMENT",-2,0.534522483824849,0.285714285714286
"238",346,"think","Non-Factive","negation","A: And I think that, it's one thing to, uh, voluntarily give it because someone asks. You can always refuse but it's another thing where it's required by law and then they go ahead and take that information and sell it to somebody. You know, B: Right. Uh, That, A:","I don't think they have the right to do that.","I don't think they have the right to do that.","broad","BROAD",-2.09090909090909,1.44599761096244,2.09090909090909
"239",348,"think","Non-Factive","negation","A: But, I'm not real sure that we promised them anything. B: Uh-huh. A: I, that would have been stupid, B: Yeah. A:","and I don't think we did it.","I don't think we did it.","broad","BROAD",-2.33333333333333,0.5,0.25
"240",349,"say","Non-Factive","negation","B: And, uh, I think they've all developed kind of an interest in reading also. A: That's re-, yeah. B:","I'm not saying they read all the right things","I'm not saying they read all the right things","complAll","COMPLEMENT",-1.375,1.30247018062932,1.69642857142857
"241",350,"think","Non-Factive","negation","B: And so that's what they were trying to do with the tax situation. And, of course, that's when he said well you render unto Caesar's what is Caesar's, you render unto God what is God's. A: Right. B: And, uh, you know, of course, there,","I don't think they really cared about the answer.","I don't think they really cared about the answer.","compl","COMPLEMENT",-2,1.69030850945703,2.85714285714286
"242",351,"think","Non-Factive","negation","A: Your turn. B: Okay.","Uh, I don't think they should abolish it.","Uh, I don't think they should abolish it.","compl","COMPLEMENT",-1.46153846153846,2.06621169516358,4.26923076923077
"243",353,"think","Non-Factive","negation","A: Do you think they should spend more? B: Uh, I think they should, actually, although perhaps not an incredible amount more than what they're doing,","and I don't necessarily think that they should, uh, fund AIDS research and, in the process, neglect cancer research or whatever.","and I don't necessarily think that they should, uh, fund AIDS research and, in the process, neglect cancer research or whatever.","compl","COMPLEMENT",-0.3,1.33749350984926,1.78888888888889
"244",354,"think","Non-Factive","negation","A: Oh, wow! But maybe you shouldn't be held responsible for something you did several years ago. B: So,  I know. A: That's the other thing. I mean a lot of people as kids or, you know, young people get into some things that they get out of later on","and I don't think they should really have to pay for that forever.","and I don't think they should really have to pay for that forever.","compl","COMPLEMENT",-2.11111111111111,1.61589328580544,2.61111111111111
"245",355,"think","Non-Factive","negation","B: I wish they'd put those, that's why I say, did you stay up late to watch this RED DWARF. It came on after DOCTOR WHO, on Saturday nights, here at least. A: Uh-huh. B: And it should, of course I li- really it was,","I don't think they should show it during prime time.","I don't think they should show it during prime time.","complAll","COMPLEMENT",-2.25,1.75254916376933,3.07142857142857
"246",356,"see","Factive","negation","B: Oh, I do too. A: So anyway it's still, B: Uh-huh, uh-huh. ","And, you know, if she wanted to go to combat, I do not see that they should stop her.","I do not see that they should stop her","compl","COMPLEMENT",-1.75,1.81533868615599,3.29545454545455
"247",357,"think","Non-Factive","negation","B: Uh, I have, uh, I guess a lot of thoughts about the Vietnam War, um, I guess I feel like I was pretty young while it was going on and so there's probably a lot of things I remember and a lot of things that I really didn't have a clue as to what was happening. B: Yeah. A: Um, looking back, like maybe some of the things that I know now, I'm not sure I do believe it was worth the cost in dollars and lives. That was one of the questions that she asked us to think about, because we never went to war.","I don't think we were committed to winning it and getting out.","I don't think we were committed to winning it and getting out.","complAll","COMPLEMENT",-1.25,2.0528725518857,4.21428571428571
"248",358,"realize","Factive","negation","B: I'm sorry. B: Well, I'm in Texas. I just assumed that I had, this is the first call I've done, A: Uh-huh. B:","and, I didn't realize that they were going to reach out to people from, all over the country.","and, I didn't realize that they were going to reach out to people from, all over the country.","complAll","COMPLEMENT",-1.27272727272727,1.4893561757289,2.21818181818182
"249",359,"think","Non-Factive","negation","B: um, they try to encourage you to follow a specific curriculum, although you don't have to. A: Uh-huh. B: And then if you have particular religious beliefs they're kind of monitored. You know, they will allow you to, I can't think of any examples but certain religious groups don't want their children in public schools because the influence. And maybe they were a group of Mennonites or something like that. A: Uh-huh. B:","I don't think they were in this area.","I don't think they were in this area.","compl","COMPLEMENT",-1.22222222222222,1.85592145427667,3.44444444444444
"250",360,"realize","Factive","negation","B: And I've always been very impressed with the Taurus. It's a really nice car. I think, it's a stylish car both inside and out. It's comfortable to drive. Uh, reasonable performance, and this is out in California where they don't make a car that's got reasonable performance anymore. A: Yeah. B: Uh, I've been real impressed with that. Yo-,","I've been real impressed with that, and I didn't realize that they were putting dual, uh, air bags in that car now.","I didn't realize that they were putting dual, uh, air bags in that car now.","broad","BROAD",2,1.5,2.25
"251",361,"think","Non-Factive","negation","A: I, that would have been stupid, B: Yeah. A: and I don't think we did it. Everything else we handled in this seemed to be perfectly right.","Everything else we handled in this seemed to be perfectly right. I don't think they would have done that.","I don't think they would have done that.","compl","COMPLEMENT",-2,0.707106781186548,0.5
"252",363,"realize","Factive","negation","A: Right or wrong? B: Uh, okay, right or wrong, I don't think we can determine whether we were right or wrong, because, you're having to deal with, again, uh, I think we could have made a different agreement back in the late forties era that would have kept of there. A: Uh-huh. ","Uh, you know, I didn't realize that we'd signed some type of deal like that.","I didn't realize that we'd signed some type of deal like that.","matrixAll","MATRIX",-0.7,1.88856206322871,3.56666666666667
"253",364,"think","Non-Factive","negation","A: Really. If they were to take half of what they spend on that and put it on some economic, you know, intergovernmental or inter United States like programs that one really might. B: Yeah. A: I believe in paying my share, and I don't mind, uh, paying for some of these fringe benefits that people are entitled to. But I just sometimes feel like I'm being used.","But, uh, again I don't think we'll be able to do anything about it.","I don't think we'll be able to do anything about it.","compl","COMPLEMENT",-1.81818181818182,1.40129809949074,1.96363636363636
"254",365,"say","Non-Factive","negation","B: And as far as like them, uh, entertaining the rights that they should have. A: Uh-huh. B: I mean, we educate them, we feed them, we take care of them and they no sooner get out on the street and they're back in again. A: Uh-huh. B:","I'm not saying they're all bad.","I'm not saying they're all bad.","complAll","COMPLEMENT",-1.41666666666667,0.90033663737852,0.810606060606061
"255",366,"say","Non-Factive","negation","A: Yeah, huh-uh, and especially not in some of these big cities, like in Dallas I mean they've had, they're up in the top five I think of cities that are getting policeman killed in the line of duty and that's really sad. B: it really is. And I mean, they're the first ones that take the brunt of everything. A: Uh-huh. B:","You know, and I'm not saying that they're all good either, because there's good and bad in everything.","I'm not saying that they're all good either","complAll","COMPLEMENT",-2.22222222222222,1.092906420717,1.19444444444444
"256",367,"think","Non-Factive","negation","A: Yeah, you're probably right, two years might be a little too long. B: Yeah, and there will be a lot of rebellion in that","and when you get people who have no desire to be there in the first place, I don't think that they're going to be serving anybody.","I don't think that they're going to be serving anybody.","complAll","COMPLEMENT",-2.66666666666667,0.5,0.25
"257",368,"think","Non-Factive","negation","A: How did Radio Shack work? B: If you go in and buy anything they want your phone number.","And I don't think they're going to call me and ask me how it's functioning.","And I don't think they're going to call me and ask me how it's functioning.","broad","BROAD",-2.125,0.991031208965115,0.982142857142857
"258",369,"think","Non-Factive","negation","A: Right. And, see that's my only problem with, uh, making you, um, you know, get the check and everything is, I guess bad guys, if you want to call them bad guys, they are going to get a gun no matter what. B: Uh-huh. A: They're not,","I don't think they're going to go to a gun store or pawn shop and get it the right way when there's a check.","I don't think they're going to go to a gun store or pawn shop and get it the right way when there's a check.","broad","BROAD",-2.1,0.875595035770913,0.766666666666667
"259",370,"think","Non-Factive","negation","B: But, I don't get into uh, the real women libber movement, you know. A: No, I don't either.","I don't think they're ever going to prove that men and women are equal.","I don't think they're ever going to prove that men and women are equal.","broad","BROAD",-2.72727272727273,0.467099366496914,0.218181818181818
"260",371,"think","Non-Factive","negation","B: That's it. A: And that's not one of those things that you can turn the wheel back and reverse everything. B: Uh-huh.","Well, right now our laws are so liberal that, uh, even with the death penalty in effect, I don't think that, uh, they're going to use it, uh, too frequently.","I don't think that, uh, they're going to use it, uh, too frequently.","compl","COMPLEMENT",-1.77777777777778,2.04803428790742,4.19444444444444
"261",373,"think","Non-Factive","negation","A: I do too. I believe about ten years ago that we went through a terrible time, but I don't, I believe that they're better now, you know, wh-, B: I think so.","I think so. I don't think they're shoddy.","I don't think they're shoddy.","complAll","COMPLEMENT",-2,1.58113883008419,2.5
"262",376,"think","Non-Factive","negation","B: you know, sometimes I would go over, but you know, it wouldn't hit me in a big way because I knew that, uh, I would have it covered in that respect. A: Right.  Right. That's good.","I don't think we've gone that far, to pay it you know, in advance before we spend it.","I don't think we've gone that far, to pay it you know, in advance before we spend it.","complAll","COMPLEMENT",-1.3,1.41813649241218,2.01111111111111
"263",377,"think","Non-Factive","negation","B: uh, what kind of camping do they like best? Do they like it where they have tents and, uh, do they cook on stoves? A: Um, yes, they've, well, no, actually I remember, they have taken the heavy cast iron dutch ovens and done their cooking there over the fire,","they have taken the heavy cast iron dutch ovens and done their cooking there over the fire, and I don't think they've taken the stoves.","I don't think they've taken the stoves","matrix","MATRIX",-1.09090909090909,1.51357493732854,2.29090909090909
"264",378,"guess","Non-Factive","negation","A: Well I hadn't either, B: Yeah. A: We hadn't, you know, like I said, we,","I don't even guess they've even thought about sending the schedules out yet.","I don't even guess they've even thought about sending the schedules out yet.","compl","COMPLEMENT",-1,1.6583123951777,2.75
"265",379,"think","Non-Factive","negation","A: but, it was interesting to, I don't know if they're making them better or not, it's hard to say. I think they more of their parts plastic, which, you know, makes things break easier, but I think the technology is better. B: I think technology is better, I'm not sure. I think you've got a good point with the plastic and that. A: About quality. B:","I don't think necessarily that, things are being made better uh, you know.","I don't think necessarily that, things are being made better uh, you know.","complAll","COMPLEMENT",-2,0.707106781186548,0.5
"266",381,"think","Non-Factive","negation","A: Good morning. Um, I mean, if I start this I just wanted to say that, um, one of the things that I don't think we really understood about the middle eastern situation is that they're a totally different type of people than we are, and I mean they think differently and their idea of what is justice is totally different from ours. and right now, I think that that's been proven in the fact that, um, they have just, well, anyway, I just think that, you know, the United States policy over there, I think we should just leave them alone. I really do. in a major way because um, that whole region over there, I think needs to settle its own differences within itself. B: Yeah. A: And that's the course that they should go, I mean, you know, we can maybe help them a little bit, prompt them,","but I don't think this intervention at such high levels should be going on.","but I don't think this intervention at such high levels should be going on.","complAll","COMPLEMENT",-2.625,0.517549169506766,0.267857142857143
"267",382,"know","Factive","negation","B: and, you know, they just love kittens. A: Yeah. B: They just are fascinated. A: Oh, yeah. B:","So she doesn't know that this is a cat yet.","So she doesn't know that this is a cat yet.","matrix","MATRIX",1.55555555555556,2.60341655863555,6.77777777777778
"268",383,"think","Non-Factive","negation","A: Yeah, but, uh, I guess most of the things that happen around here are pretty, uh, innocuous. Although, uh, from what I hear in the news, and I saw an episode of the T V show, COPS uh, one time that was in Pittsburgh, B: Uh-huh. A: and, uh, it did surprise me, because, you know, they were doing drug arrests and things like that,","but I don't really think those things happen too often because, like I said, from what's reported in the news, at least, it's not all that common.","but I don't really think those things happen too often","compl","COMPLEMENT",-1.58333333333333,0.792961461098759,0.628787878787879
"269",384,"know","Factive","negation","B: Oh, you are in New York right now? A: Yeah. B: Oh. I'm in Texas.","Oh I am in Texas. I didn't know this was from all over the whole country.","I didn't know this was from all over the whole country.","compl","COMPLEMENT",-0.1,1.72884033065199,2.98888888888889
"270",385,"think","Non-Factive","negation","B: And it's just too bad that we couldn't see that. A: I just have a feeling that the military involvement isn't over yet. That I still feel like there's more to come.","I don't think this whole issue is settled as far as we're concerned.","I don't think this whole issue is settled.","compl","COMPLEMENT",-2.55555555555556,0.52704627669473,0.277777777777778
"271",386,"think","Non-Factive","negation","A: People are always mo-, you know, one out of every seven people moves every year. Uh, that is almost a fourteen percent turnover every, you know, B: Uh-huh. A: if you compound that, uh, eh- eh, if it is difficult to register to vote, that would remove your eligibility to vote. B:","But I do not think it is difficult enough to prevent people who are motivated in the first place, or, who are not just motivated who really believe that their voice is heard.","But I do not think it is difficult enough to prevent people who are motivated in the first place, or, who are not just motivated who really believe that their voice is heard.","compl","COMPLEMENT",-2.2,0.788810637746616,0.622222222222222
"272",387,"know","Factive","negation","B: and at that point, the warehouse was over across the road and it wasn't air conditioned, and, we were there like in the middle of the summer, it's unair-conditioned, it was dusty and dirty, uh, there was like a fan at the very end of the row and that was it. And so, we didn't really know we weren't supposed to, we thought T I dress code was just dress appropriate to your job, A: Uh-huh. B: we wore shorts.","We didn't know that was a big no, no.","We didn't know that was a big no, no.","compl","COMPLEMENT",2.45454545454545,1.50755672288882,2.27272727272727
"273",388,"think","Non-Factive","negation","A: Because, I know that now there, they want the armed forces to recognize that women can serve in combat roles. B: Uh-huh, uh-huh. A: And the only, uh, branch in the armed services that seems willing to do that is the Air Force. And, uh, I spoke because women were flying missions uh, in the Persian Gulf war. B: Huh.  Yeah, yeah. A:","But I know some of the other services do not think that women are capable of doing the job.","some of the other services do not think that women are capable of doing the job","compl","COMPLEMENT",2.08333333333333,1.16450015288132,1.35606060606061
"274",389,"think","Non-Factive","negation","A: It was just a side benefit. B: Yeah, yeah, because, I'm not big or anything, but I'm not in great shape, But when I worked out, I got in pretty good shape. I didn't build up muscle, though, I just got real good and toned. A: Yeah. B:","I don't think women look good with muscles.","I don't think women look good with muscles.","compl","COMPLEMENT",-2.1,1.52388392675499,2.32222222222222
"275",390,"think","Non-Factive","negation question","A: and, they seem pretty, you know, they don't have the hard body. They don't have that perfect look, and an awful lot of exercise is sort of image conscious. But you know, they live to a hundred and ten some, you know, B: Yeah, A: And, that's, B:","Well, don't you think a lot of that is diet too?","Well, don't you think a lot of that is diet too?","broad","BROAD",1.81818181818182,0.603022689155527,0.363636363636364
"276",391,"think","Non-Factive","negation question","B: All right, well. A: Um, short term, I don't think anything's going to be done about it or probably should be done about it. B: Right. ","Uh, are you saying you don't think anything should be done in the short term?","you don't think anything should be done in the short term?","compl","COMPLEMENT",0.555555555555556,1.0137937550497,1.02777777777778
"277",392,"mean","Non-Factive","negation question","B: and the new cars is, hardly anything. A: Yeah, they're better, but how about all the trucks and buses that are out there. Uh, when was the last time you saw a truck that didn't belch, smoke, or, uh, B: Yeah,","but doesn't that just mean they're out of tune.","but doesn't that just mean they're out of tune.","broad","BROAD",1.77777777777778,0.440958551844098,0.194444444444444
"278",393,"think","Non-Factive","negation question","A: that's the whole point. There are so many games in a year that they've got to have repeat customers. B: Yeah. A: They can't afford not to, and, you know, that's one of the things that I think Saint Louis has done, um, I mean, you know, their ticket prices are, you know, I guess as high as anybody else's but somehow or another they, attract, uh, so many people from, I mean it's a small market and yet they attract as many if not more than uh, uh, most, other cities, so. B: Yeah,","but don't you think there are older fans there?","but don't you think there are older fans there?","compl","COMPLEMENT",1.375,0.744023809142845,0.553571428571429
"279",394,"think","Non-Factive","negation question","A: I do too, so she couldn't possibly turn them out like some of these popular writers, B: Huh-uh. A: but oh, her books are just incredible.","I don't think they've ever made a movie, do you?","I don't think they've ever made a movie, do you?","complAll","COMPLEMENT",-1.2,1.75119007154183,3.06666666666667
"280",396,"think","Non-Factive","question","B: Right. And I'm sure that would make a big difference, too. You know, you've got, A: Yeah. Well, what about a voluntary program?","Do you think that would be a good idea?","Do you think that would be a good idea?","compl","COMPLEMENT",0.3,0.483045891539648,0.233333333333333
"281",397,"think","Non-Factive","question","B: I can understand that very easily. I've had a class on, um, R Base and also in Paradox A: Uh-huh. B: and both of those seem very easy to use compared to D Base. A: Uh-huh.","Do you think D Base is more flexible or allows you to do more?","Do you think D Base is more flexible or allows you to do more?","complAll","COMPLEMENT",-0.181818181818182,0.603022689155527,0.363636363636364
"282",399,"know","Factive","question","A: It's no more costly than renting one. The last, see I went about two or three weeks ago and saw F X TWO and that is a really good movie, if you like special effects, kind of gory and lots of, you know action. B: Uh-huh.  I have not done that one, I don't know if I have even heard of that one. A:","Um, do you know that I don't follow performers.","Um, do you know that I don't follow performers.","broad","BROAD",3,0,0
"283",400,"think","Non-Factive","question","A: Now the best, the supporting actor, he was good, but from what I heard, the guy who got it was better, so you know, I can see that. B: Yeah. A: But, oh, B:","You think my daughter would like it?","You think my daughter would like it?","broad","BROAD",0,0,0
"284",401,"know","Factive","question","A: in a lot of parts, yeah. I know Texas is supposed to be flat, but you know, down by the Denison Dam there's a lot of, uh, B: Uh-huh.  Sherman and Denison,","do you know my grandparents live in Durant?","do you know my grandparents live in Durant?","compl","COMPLEMENT",3,0,0
"285",402,"know","Factive","question","A: Um, yeah, I guess that's not an easy solution. there's no easy solution for that. B: Uh-huh.  I don't know that there is an easy solution, but if you could find a way to prevent some of it, and I'm not sure what it would be. It would be money better spent than, A: Uh-huh. B:","do you know it costs more to keep an inmate on death row than it does to send a kid to Harvard?","do you know it costs more to keep an inmate on death row than it does to send a kid to Harvard?","complAll","COMPLEMENT",2.66666666666667,0.5,0.25
"286",403,"think","Non-Factive","question","B: And also I just think it gets a lot, I'm a big, uh, supporter of personal freedoms and personal privacies, and I think that it just moves down along a line that I really would find bad if most people went down that line into regulating employees' lives outside of work, you know, there's already talk of people, well, we're not going to hire you if you smoke. Well, you know, I can see how they can say in the work place you don't want them to smoke, but when somebody leaves work, I don't think that it's the employer's right to regulate their life style at all. A:","Well, do you think it's, should be illegal for an employer to do this?","Well, do you think it's, should be illegal for an employer to do this?","complAll","COMPLEMENT",-0.25,1.16496474502144,1.35714285714286
"287",404,"feel","Non-Factive","question","B: and, um, it makes a difference, I, and just the social values, A: Well, I've just,","do you feel it will swing back the other way?","do you feel it will swing back the other way?","broad","BROAD",0.0909090909090909,0.301511344577764,0.0909090909090909
"288",405,"think","Non-Factive","question","B: So am I. A: Are you, B:","You know, I think it's kind of coming back around to that, don't you?","I think it's kind of coming back around to that, don't you?","compl","COMPLEMENT",1.66666666666667,0.492365963917331,0.242424242424242
"289",406,"know","Factive","question","B: the Arabs all of a sudden uh, are cheering for Baker on his drive to reconcile relations with the Israelis, so it's like, A: Well, Baker is really not very much pro Israel. B: Yeah I, A:","And did you know John Sununu is, uh, half Arab?","And did you know John Sununu is, uh, half Arab?","compl","COMPLEMENT",2.25,1.03509833901353,1.07142857142857
"290",408,"hypothesize","Non-Factive","question","B: how'd you like to own a piece of property where your lake is going sour because of acid rain. A: Right.  Right. B: It's, uh, really a serious issue for those of us up in this, uh, sector up here. A:","um, do you find or do you hypothesize that most of the, uh, smog or air pollution comes from vehicles?","do you hypothesize that most of the, uh, smog or air pollution comes from vehicles?","compl","COMPLEMENT",0.181818181818182,0.603022689155527,0.363636363636364
"291",409,"think","Non-Factive","question","B: I think it's up to individuals too, to ask automakers for less pollutant vehicles. A: Yeah,  Yeah, I think you need a vehicle something like, uh, Ralph Nader, Nader's Raiders, uh, or, uh, uh,   R P, which has a lot of members. Uh, if you can get those types of groups. B: Yeah.  Uh-huh. ","Do you really think that new vehicles though is a big problem?","Do you really think that new vehicles though is a big problem?","compl","COMPLEMENT",-0.111111111111111,0.600925212577332,0.361111111111111
"292",410,"think","Non-Factive","question","B: Um, gee, I don't, I mean, I guess it's the stuff that comes out of automobile exhaust, you know, they say in the paper nitrous oxides and ozone and all that. A: Right. B: So, I believe them but I'm not a chemist. A:","uh, do you think that those are bigger contributors than things like acid rain and some of the pollutants that come from, uh, industrial areas, factories and so on?","Do you think that those are bigger contributors than things like acid rain and some of the pollutants that come from, uh, industrial areas, factories and so on?","compl","COMPLEMENT",0.4,0.843274042711568,0.711111111111111
"293",411,"believe","Non-Factive","question","A: Okay. B: Okay.","Well, uh, do you believe only fifty percent of the people actually vote?","Well, uh, do you believe only fifty percent of the people actually vote?","complAll","COMPLEMENT",0.375,1.76776695296637,3.125
"294",412,"think","Non-Factive","question","A: Well what did you think of Reagan as a president? B: I just thought he was really inept. I don't think he did anything at all. they just kind of sat him up there like a puppet and the people that were, A:","Do you think he won from Carter because of um, the hostages that were held at that time?","Do you think he won from Carter because of um, the hostages that were held at that time?","complAll","COMPLEMENT",0,0.852802865422442,0.727272727272727
"295",413,"think","Non-Factive","question","A: Well I spent three years in Germany, so I'm not too thrilled with the whole thing anyway. A: But I got used to it, it was really strange, I mean, when we came to San Antonio it was just swelter and then we got used to it and then we went up to Dallas and it was just, it's not that it's just hot or dry, it's just not very comfortable, it just, B: Her-,","do you think San Antonio is more comfortable than Dallas?","do you think San Antonio is more comfortable than Dallas?","compl","COMPLEMENT",0.4,0.966091783079296,0.933333333333334
"296",414,"find","Factive","question","A: Boy that really takes someone who is bold to do that. B: Well, yeah, it's pretty bad. A:","Well, now, do you find that security is very good in a town home?","Well, now, do you find that security is very good in a town home?","broad","BROAD",-0.0909090909090909,0.301511344577764,0.0909090909090909
"297",415,"bet","Non-Factive","question","B: is that good? You know, I've seen that so many times, strawberries dipped in chocolate but I've never tried it, are they really good? A: Yeah, you know, if you get a sweet strawberry they're much better, but if you get a sour strawberry, B:","Oh, I bet it doesn't mix well, does it?","Oh, I bet it doesn't mix well, does it?","broad","BROAD",1.9,1.52388392675499,2.32222222222222
"298",416,"say","Non-Factive","question","B: All right, well. A: Um, short term, I don't think anything's going to be done about it or probably should be done about it. B: Right. ","Uh, are you saying you don't think anything should be done in the short term?","Uh, are you saying you don't think anything should be done in the short term?","complAll","COMPLEMENT",0.222222222222222,1.20185042515466,1.44444444444444
"299",417,"feel","Non-Factive","question","B: No, not really. Uh, the only thing that annoys me is when, uh, people call and uh, you have solicitation calls. A: Uh-huh. B: That's the only thing that bothers me. That's not really invading my privacy. A: Right. B:","do you feel that yours is invaded?","do you feel that yours is invaded?","compl","COMPLEMENT",-0.333333333333333,1,1
"300",418,"find","Factive","question","B: Oh, yeah, it's been beautiful this last week but, A: I could do with a little less wind, but I think the temperature has been pretty good so far for working outside. B: Yeah. A:","Do you find you do most of your, uh, crochet or your knit work around Christmas time?","Do you find you do most of your, uh, crochet or your knit work around Christmas time?","compl","COMPLEMENT",0.333333333333333,0.5,0.25
"301",419,"take","Non-Factive","question","B: I think that probably was the difference in that game. A: Uh-huh. B: Because it really could have gone either way. Down to the end, you know. A:","So do I take it that you think though that the Lakers will uh, will win?","So do I take it that you think though that the Lakers will uh, will win?","compl","COMPLEMENT",1,0.707106781186548,0.5
"302",420,"find","Factive","question","A: I do not have one in my home. I use one all day at work, but I don't have one at home. B: Do you wish you,","do you find you use it a lot?","do you find you use it a lot?","broad","BROAD",0.1,0.994428926011753,0.988888888888889
"303",421,"think","Non-Factive","question","A: Well I, uh, when is your next one, uh, scheduled now. B: Well it's like, the last one was my high school graduation the next one was when I graduated from college, so I guess about two more years. A: Yes, well,","and do you think you'll have a baby to take back with you?","and do you think you'll have a baby to take back with you?","complAll","COMPLEMENT",-0.25,0.621581560508061,0.386363636363636
"304",422,"think","Non-Factive","question","B: it's also a way of relieving stress. My wife kind of laughs, at me that anytime I get stressed out I just go out in the garage and we've got more book shelves. A: Well, I'll have to come and see them. That sounds like a good idea. I, you know, and that is right, it is out of necessity because lot of the things uh, well, we can't be able to afford, but also I sometimes think that, uh, I enjoy doing that and I like to get out and, uh, to work with my hands and, uh, sounds like you got some real nice tools, too.","Do you think you would be able to do some more if you had more tools and different tools?","Do you think you would be able to do some more if you had more tools and different tools?","complAll","COMPLEMENT",0.666666666666667,1.11803398874989,1.25
"305",423,"think","Non-Factive","question","B: Yeah, it's called V C X or something like that. Also called Delta Clipper, which is a decent name for something like that. A: Wow.  Well, I don't know.","you think you'd, uh, go up in space if you had a chance?","you think you'd, uh, go up in space if you had a chance?","compl","COMPLEMENT",0,0,0
"306",424,"think","Non-Factive","question","B: Yeah, it isn't, there is not much out there that is fair, that's for sure. A: Right. B: Huh. I will agree to that. A:","I think your taxes in Wisconsin are pretty high if I am not mistaken, aren't they?","I think your taxes in Wisconsin are pretty high if I am not mistaken, aren't they?","compl","COMPLEMENT",2,0.5,0.25
